Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,is_sarcastic,roberta_label,roberta_conf,semantic_entropy,mc_disagreement,correct
70,"🌶 Spiced Coconut curry 🥥

.
A weekend spent with friends brings a week of content... or something like that 😜

.
Started the weekend off with this yummy morsel, With was a fusion of miso sesame aubergine 🍆, broccoli… https://t.co/zyWiA0EX4u",1,I’m recovering from a hangover ,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.8951863646507263,0.0,0.0,0
3086,Wow we aren’t the favourites this time? https://t.co/qKj4fKvYm3,0,,,,,,,,False,negative,0.7893915176391602,1.0,0.5,0
3068,Omg flashbacks to emma blackery girl balls merch and the fact that i spent money on it,0,,,,,,,,False,neutral,0.4719275236129761,0.9219280948873624,0.19999999999999996,0
1983,Listening to other remix entries on previous contests I've entered and then being blindsided by the ones never made public is never fun haha,0,,,,,,,,False,negative,0.7652719020843506,0.46899559358928117,0.09999999999999998,1
1517,feeling v grateful!!!!,0,,,,,,,,False,positive,0.9840335845947266,0.0,0.0,1
32,Trying to know all this history tonight is gonna kill me,1,trying to know all this history is going to be be a challenge,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.8350390195846558,0.46899559358928117,0.09999999999999998,1
196,@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,1,Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. You have surprised me by reaching new depths of depravity via tweeting this.,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.941436231136322,0.0,0.0,1
478,pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min,1,The ending to Pay It Forward made me extremely sad and I’m not happy about it. ,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.9625471234321594,0.0,0.0,1
411,Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,1,I hate entry level jobs that require years of experience ,0.0,1.0,0.0,0.0,0.0,0.0,True,positive,0.8059406876564026,0.9219280948873624,0.19999999999999996,1
2672,@FOX9 @Aimee_Garcia @tomellis17 @netflix when is season 5 of Lucifer coming?? After corona is gone??,0,,,,,,,,False,neutral,0.8476534485816956,0.0,0.0,0
2140,"Always here if anyone needs to talk during this time, if you need someone to listen please message me x",0,,,,,,,,False,positive,0.5488227605819702,0.0,0.0,1
544,"Well done to the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry.",1,"Shame on the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry",1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.8702771067619324,1.370950594454669,0.4,1
2958,"me: *finishes book 100 of the year, gets excited to relax and watch trash tv the rest of the year*

also me: *starts book 101 ten minutes later*",0,,,,,,,,False,positive,0.4484560787677765,0.46899559358928117,0.09999999999999998,0
1488,"Who wants a cute customised animal cushion this month to put a little sparkle back in your days. 

Here is 10% off, just because life's a bit crap at the moment, so im sending you some love xxxxx https://t.co/ENGvzpBLyt",0,,,,,,,,False,positive,0.8807454705238342,0.46899559358928117,0.09999999999999998,1
1978,i want grilled cheese but i dont wanna be shittin and fartin,0,,,,,,,,False,negative,0.7922957539558411,0.9709505944546688,0.4,0
1210,If something says “made with coconut oil” i will absolutely spend $1-5 more on it.,0,,,,,,,,False,negative,0.5309752821922302,0.0,0.0,0
2428,i can’t wait until the weather cools down so i can read under a tree at a park and look like a mysterious intellectual,0,,,,,,,,False,positive,0.9050842523574828,0.0,0.0,1
3004,denmann brushes r so therapeutic to clean,0,,,,,,,,False,positive,0.9449165463447572,0.0,0.0,1
3348,@Riotswimbananas that haircut looks so good on you!,0,,,,,,,,False,positive,0.9800317287445068,0.0,0.0,1
1454,I heard somebody unironically say Daddy God in a prayer today and akslfljsd why are Christians so cringey sometimes 😭,0,,,,,,,,False,negative,0.8934512138366699,0.46899559358928117,0.09999999999999998,1
183,@PlayStationUK Nice,1,These aren't very good games,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.8774369359016418,0.9709505944546688,0.4,0
2144,"Wishing you all the luck today @britneyspears - we are all ROOTING for you, for change and for your freedom. All the love 💚☘️ #FreeBritney",0,,,,,,,,False,positive,0.9820111989974976,0.0,0.0,1
761,Did you know? Abuse and alcoholism and depression will just ✨disappear✨ if the country is opened completely during a pandemic? #trumpisanidiot #bidenharris2020,1,"Trump thinks that if people socialize during a pandemic, every mental health issue will be solved.",1.0,0.0,0.0,0.0,0.0,1.0,True,negative,0.8952403664588928,0.0,0.0,1
2439,I love the weekend of the 4th bc its the only time I can jam out to my fave song God Bless the USA w/o being judged 🇺🇸,0,,,,,,,,False,positive,0.9690799713134766,0.0,0.0,1
2713,Why am I obsessed with Frozen 2 😳,0,,,,,,,,False,positive,0.962024986743927,0.46899559358928117,0.09999999999999998,1
1003,I am so fucking tired of living in the UK.,0,,,,,,,,False,negative,0.950549840927124,0.0,0.0,1
203,Hahahah @LibertyU is shutting down the entire campus for quarantine!! Couldn’t happen to a nicer group of Covid deniers! #CovidIsNotOver #karmaisabitch #Covid_19,1,It seems like liberty university has been chromatically shut down due to their inability to abide by social distancing or mask rules,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.8992449045181274,0.46899559358928117,0.09999999999999998,1
1032,(Shameless Dead Snow 2 misquote) The sequel I did 'nazi' coming! Can't wait! https://t.co/gngxw5kbDh,0,,,,,,,,False,positive,0.950301706790924,0.46899559358928117,0.09999999999999998,1
2025,"just got an A in my actuarial mathematics course,  if that doesnt prove the power of manifestation idk what will",0,,,,,,,,False,positive,0.9071272015571594,0.0,0.0,1
1847,need a new pfp pls send suggestions,0,,,,,,,,False,neutral,0.600538432598114,1.0,0.5,1
3265,@elizableu @Timcast This is a powerful message you are conveying and I have the upmost respect for you for putting it all out there.,0,,,,,,,,False,positive,0.9639127850532532,0.0,0.0,1
3211,"""Join me on @WeAre8Official to help save our planet in just 2 minutes a day"". #UnitedForGood https://t.co/a4xzjbRWXJ",0,,,,,,,,False,positive,0.8525353670120239,0.0,0.0,1
26,@DuncanEdwards03 @PoliticsForAlI Well I doubt they're trying to smash the doors in to change the regulation of cough medicine.,1,They are from an anti-vax movement and are attempting to enter the building that regulates medicine to change covid vaccination rules. ,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.5557780861854553,0.0,0.0,0
869,Sometimes I just go through my phone and look at pictures of my dog,0,,,,,,,,False,neutral,0.7799494862556458,0.8812908992306927,0.30000000000000004,1
486,@32watto Neighbours,1,I'd suggest a programme like entourage,1.0,0.0,0.0,0.0,0.0,0.0,True,neutral,0.8493755459785461,0.0,0.0,0
1374,Owwwww stressful day.,0,,,,,,,,False,negative,0.8961493968963623,0.0,0.0,1
1566,Nothing but respect to the people in my neighborhood who are already putting out their Halloween 🎃 decorations,0,,,,,,,,False,positive,0.911982238292694,0.0,0.0,1
3059,how can a person look at lizzo and not think she’s hot it makes no sense,0,,,,,,,,False,negative,0.7618459463119507,0.0,0.0,0
1315,THAT’S MY BEST FRIEND♥️♥️ https://t.co/Ye6dBqiN2v,0,,,,,,,,False,positive,0.9819976687431335,0.0,0.0,1
2218,Crocodile tears!! It's too late to save yourself now luv!,0,,,,,,,,False,negative,0.8168532848358154,0.0,0.0,1
2970,The Fourth of July is my favorite holiday for as long as the Nathan’s Hot Dog contest takes then the appeal dissipates.,0,,,,,,,,False,positive,0.9134193062782288,0.7219280948873623,0.19999999999999996,0
927,@kevinabstract ye,0,,,,,,,,False,neutral,0.8136460781097412,0.0,0.0,1
1221,Wow how do y’all watch basketball just a bunch of dudes running around and bouncing a ball what a snore fest,0,,,,,,,,False,negative,0.7629443407058716,0.0,0.0,1
1146,I hate when people rag on Arthur’s name without knowing the meaning behind it. Arthur was named after Mikeys great great uncle who committed suicide at the age of 30. Grandpa says he was one of the most generous men he ever knew and was a very special guy to grandpa 💛,0,,,,,,,,False,negative,0.6148242950439453,1.1567796494470395,0.30000000000000004,0
2791,How soon is too soon to quit your first job? 🤔 #adultquestions,0,,,,,,,,False,neutral,0.8291244506835938,0.0,0.0,1
289,Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,1,When I go to uni Im going to spend more ,1.0,0.0,0.0,0.0,1.0,0.0,True,positive,0.8477416634559631,0.0,0.0,0
414,"Roses are Red
Violets are Blue
My first love was Championship Manager
Tommy Svindal Larsen and Kennedy Bakircioglu 

#HappyValentinesDay",1,"Something along the lines of I was too sad, pathetic and immature in my teens to try to find romance with human people, so instead I invested a huge amount of emotional hope, energy and anguish into a fake computer simulation.",1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.6938552260398865,0.46899559358928117,0.09999999999999998,0
2903,Can’t wait to meet the love of my life &amp; be happy living life with them !,0,,,,,,,,False,positive,0.9883460402488708,0.0,0.0,1
170,a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,1,"Tom Ford, as a movie director, makes me feel big feelings and that's impressive to me.",1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.8097423315048218,0.8812908992306927,0.30000000000000004,1
897,Driving to work singing along and oh story short I Michael Ball fistbumped my wrist straight into the roof of the car https://t.co/wAHMqbMxBv,0,,,,,,,,False,neutral,0.5691332817077637,0.46899559358928117,0.09999999999999998,0
1188,I deeply regret downloading tiktok.....yet not at the same time,0,,,,,,,,False,negative,0.8201634287834167,0.7219280948873623,0.19999999999999996,0
1721,My cat eye glasses came in the mail today so I'm officially ready to start librarian school.,0,,,,,,,,False,positive,0.9482486844062804,0.0,0.0,1
670,"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",1,I wouldn't put it in a question and instead would state we should not pay the same as another country if the service is subpar.,1.0,0.0,0.0,0.0,0.0,1.0,True,negative,0.7205507159233093,0.0,0.0,1
299,Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021,1,That’s an interesting machine. Is it very old?,1.0,0.0,0.0,0.0,0.0,1.0,True,neutral,0.9153141379356384,0.0,0.0,0
1475,"@CBoyForeman @RaleighBikes_UK @MadnessNews I had an orange one! Around the same time as you as well, great memories.",0,,,,,,,,False,positive,0.9663169384002686,0.0,0.0,1
2689,Pironkova: it’s just a game. Serena: I am the game,0,,,,,,,,False,neutral,0.7778880596160889,0.46899559358928117,0.09999999999999998,1
194,Wow it’s almost like we don’t nap every single day at the exact same time wow how dare I try to do the thing we do every single day!,1,We nap at the same time every day,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.4921029806137085,1.295461844238322,0.4,0
2411,The amount of silence I’ve seen surrounding the topic of Palestine from some of my followers is concerning.,0,,,,,,,,False,negative,0.869081974029541,0.46899559358928117,0.09999999999999998,1
439,"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",1,I've already been waiting 15 minutes for the bus and now I've spilled rum all over my bag.,0.0,1.0,0.0,0.0,0.0,0.0,True,negative,0.3668764531612396,0.0,0.0,1
1423,"Some of my colleagues need to learn how to rest 😭😭 just got two emails saying “I’ll make edits over the weekend” and “never mind, being admitted for my C section right now!”

GIRL GET OFF OUTLOOK 🥺",0,,,,,,,,False,negative,0.7846764326095581,0.46899559358928117,0.09999999999999998,1
2057,"I don't follow the Women's Super League because my team aren't in. Southampton have built their women's team from grassroots and youth up, rather than just buying their way into the elite. I am proud of them for that.",0,,,,,,,,False,positive,0.671602189540863,0.46899559358928117,0.09999999999999998,1
693,"these two girls are on the beach in lawn chairs, i love shoobies",1,I would say that shoobies are clueless and don't know how to properly spend time at the beach. ,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.9634555578231812,0.0,0.0,0
52,"Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄",1,"I don’t appreciate being banned for using the word embarrasing, when others can be racist/homophobic and it’s okay ",0.0,1.0,0.0,0.0,0.0,1.0,True,negative,0.9229384660720824,1.570950594454669,0.6,0
3045,"watching fleabag for the first time and y'all weren't lying. Hot Priest is, indeed, hot",0,,,,,,,,False,positive,0.7060520052909851,0.0,0.0,1
1094,@futboIjacob @LFC @Thiago6 It literally says in the article that he’s expected back next week.,0,,,,,,,,False,neutral,0.90410715341568,0.46899559358928117,0.09999999999999998,0
1956,This Is Us is the best show ever I recommend 10/10,0,,,,,,,,False,positive,0.9867456555366516,0.0,0.0,1
2279,all i do is kiss my kitty on the forehead and tell her how much i love her,0,,,,,,,,False,positive,0.9575468301773072,0.0,0.0,1
1714,Target just brings me too much joy,0,,,,,,,,False,positive,0.9817855954170228,0.0,0.0,1
2967,"If im your last resort, dont even bother..",0,,,,,,,,False,negative,0.6900287866592407,0.0,0.0,1
1652,recently started highlighting,0,,,,,,,,False,neutral,0.913585603237152,0.0,0.0,1
612,rewatching degrassi for the millionth time,1,“Watching Degrassi again “,1.0,0.0,0.0,0.0,1.0,0.0,True,positive,0.545958936214447,0.7219280948873623,0.19999999999999996,0
3299,"After 22 hours of travelling, it’s so nice to be home🥰",0,,,,,,,,False,positive,0.9762850403785706,0.0,0.0,1
1110,APPLE CIDER IS BACK AT DUNKS BABY,0,,,,,,,,False,positive,0.7433830499649048,0.0,0.0,1
1352,"was Chris Harrison really that fundamental to the bachelor?? what are they gonna do, forget how to function when there’s one rose left???",0,,,,,,,,False,negative,0.8502691388130188,1.295461844238322,0.4,1
1731,took my dog to the vet today because i thought she had ringworm..turns out she was bit by a GNAT lmfao i am a drama queen,0,,,,,,,,False,negative,0.7606193423271179,0.46899559358928117,0.09999999999999998,0
76,"My (extended) fam was discussing going on a trip instead of getting presents for Christmas, like okay I’m bout it...
Yeah they were talking about doing to the dells. I’ll take my god damn presents thank you very much",1,Everyone needs gas-x after having beans. ,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.466535210609436,0.0,0.0,1
817,babe stop i’m about to gleek,1,this can go two ways. babe stop im about to cum OR babe babe stop im about to cry,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.4691850244998932,0.8812908992306927,0.30000000000000004,1
3082,Jeudy :(,0,,,,,,,,False,negative,0.8374940156936646,0.0,0.0,1
17,"Whoever’s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult",1,I hope whoever keeps peeing all over the bathroom at work stops doing that.,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.946474552154541,0.0,0.0,1
358,"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔",1,The face that 'black and white thinking' is considered a mental disorder symptom and yet remains a pillar of American culture is hypocritical.,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.8553329706192017,0.0,0.0,1
3218,#jackstack @TGIFridays 😍😍😍 https://t.co/J2Ycj5WbOe,0,,,,,,,,False,positive,0.9764431118965148,0.0,0.0,1
1173,Hell of a last second decision by Hooker!,0,,,,,,,,False,positive,0.8802730441093445,0.46899559358928117,0.09999999999999998,1
2114,What a horrible day 😔,0,,,,,,,,False,negative,0.923191487789154,0.0,0.0,1
134,"@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box.",1,Javid hasn't actually opened any new hospitals - he's just announcing that he has when actually he's opening a new facility within an existing hospital,1.0,0.0,0.0,0.0,0.0,0.0,True,neutral,0.7316099405288696,1.0,0.5,1
184,me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌,1,Me and Noah forgot our anniversary. That is not “couple goals” ,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.790358304977417,0.0,0.0,1
1862,There may never be a better celebrity cameo in our time than that one scene in Space Jam 2.,0,,,,,,,,False,positive,0.8750364780426025,0.0,0.0,1
921,i love shoegaze sm,0,,,,,,,,False,positive,0.9824175238609314,0.0,0.0,1
1159,.@luka7doncic anyway you’d want to come to the Jazz?,0,,,,,,,,False,neutral,0.9308969974517822,0.7219280948873623,0.19999999999999996,1
2653,ariana literally can’t make a bad song i said what i said,0,,,,,,,,False,negative,0.4027835428714752,0.0,0.0,0
1292,"@tineyaaa You’re right, I should be grateful for you at least",0,,,,,,,,False,positive,0.9146836996078492,0.46899559358928117,0.09999999999999998,1
1175,Herbert’s vision is elite #Hokies,0,,,,,,,,False,positive,0.954248547554016,0.0,0.0,1
3191,can’t believe I’m weighing up spending £12.50 on a hotel chocolate advent calendar for myself ... but the heart wants what it wants 😕,0,,,,,,,,False,negative,0.7183111310005188,1.3609640474436813,0.5,0
2512,"Excited to present some research, listen to some studies and learn some stats at the #PsyPAG2021 conference :)",0,,,,,,,,False,positive,0.9858691692352296,0.0,0.0,1
893,Getting very anxious waiting for #TheGrandTour,0,,,,,,,,False,negative,0.7142685651779175,1.1567796494470395,0.30000000000000004,0
1350,oh cool I drive to school in less than 12 hours and I’m frantically looking up fun facts about the final destination franchise for absolutely no reason it’s fine everything’s fiNE,0,,,,,,,,False,positive,0.8824729919433594,1.360964047443681,0.5,1
291,"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",1,Tesco have cancelled my order with no warning. please could i have an explanation and compensation for this.  ,1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.7436978816986084,0.0,0.0,1
2732,"This is a great month for me, #NewWorldMMO comes out and literally the 1st of October Im going to see #TheManySaintsOfNewark if its 2 things people know about me is that I love MMOs and The Sopranos",0,,,,,,,,False,positive,0.9900866150856018,0.0,0.0,1
144,@SuspendThePres But what were the ratings??  (Replied to his Tweet with the same thing.),1,Ratings should not matter.,1.0,0.0,0.0,0.0,0.0,0.0,True,neutral,0.538318932056427,0.7219280948873623,0.19999999999999996,0
3347,Nancy Grace is seriously the worst.,0,,,,,,,,False,negative,0.9496225118637084,0.0,0.0,1
461,Life is about eating chicken finger and getting drunk,1,Life is about happiness and friendship ,0.0,1.0,0.0,0.0,0.0,0.0,True,neutral,0.4765796363353729,0.0,0.0,0
2651,It’s a great feeling knowing that I receive the rarest form of love on a daily … ✨UNCONDITIONAL LOVE✨ is something most people never get to experience so i cherish this blessing that God has given me because He came at the RIGHT TIME 🥳🤍  #3yearsdown #BlackLove,0,,,,,,,,False,positive,0.9868926405906676,0.0,0.0,1
457,you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,1,"Rapists ruin their own lives, not the victims testifying. ",1.0,0.0,0.0,0.0,0.0,0.0,True,negative,0.9177414178848268,0.46899559358928117,0.09999999999999998,1
3428,"looking at pre-pandemic photos and remembering that my life used to be deceptively interesting, a Sunday Mood",0,,,,,,,,False,positive,0.6834835410118103,0.46899559358928117,0.09999999999999998,0
2189,every day I check for the Stardew Valley 1.5 update on Switch and every day God forsakes me,0,,,,,,,,False,negative,0.7678835391998291,0.0,0.0,1
1452,"Bruh how do people manage dozens of healthy, fun and equitable friendships over a long period of time? I can hardly handle like 3 😖",0,,,,,,,,False,negative,0.63264399766922,0.0,0.0,1
812,Agreeing with the right to dunk on the centre is the real dialectical materialism,1,"""People on the left should not agree with the right just to win points in debates with people in the centre.""",1.0,0.0,0.0,0.0,0.0,0.0,True,neutral,0.6781409978866577,1.360964047443681,0.5,0
1786,"One or my friends has a crush on me, and I feel sad that I don't feel the same way. Because I know EXACTLY how that feels. I hate this feeling. 😞",0,,,,,,,,False,negative,0.9074189066886902,0.0,0.0,1
3327,Why am I sad for no reason ALL THE TIME,0,,,,,,,,False,negative,0.9155732989311218,0.0,0.0,1
1671,"Surely if all Opticians boycotted contact lens manufacturers until they stopped supplying dodgy online stores, we'd end up with fewer parasitic sites that don't require a fit, aftercares or even a valid eye test.",0,,,,,,,,False,negative,0.7780560255050659,0.9219280948873624,0.19999999999999996,1
30,It’s been a blissful 2.5 hours of sleep tonight,1,I only got 2.5 hours of sleep last night and it wasn’t enough,1.0,0.0,0.0,0.0,0.0,0.0,True,positive,0.9785609245300292,0.0,0.0,0
325,yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),1,I like to put oregano on my mac and cheese,0.0,1.0,0.0,0.0,0.0,0.0,True,positive,0.9514082074165344,0.0,0.0,0
1925,i'm going to a butch brunch/clothes swap this weekend and i think this is the most excited i've been to socialize in a year,0,,,,,,,,False,positive,0.9874216318130492,0.0,0.0,1
567,"Just got in, how’d Liverpool get on?",1,Liverpool did not play very well.,1.0,0.0,0.0,0.0,0.0,1.0,True,neutral,0.819165050983429,0.0,0.0,0
2634,Just read Annie on My Mind for the first time…🥺,0,,,,,,,,False,positive,0.8148372173309326,0.7219280948873623,0.19999999999999996,1
3097,this world is so small I swear everyone knows at least 1 person you might know,0,,,,,,,,False,negative,0.4522020816802978,0.7219280948873623,0.19999999999999996,0
3013,"I feel devastated for the team and the die hard fans, Italy did not deserve that win, they were bullies #Euro2020Final #eng",0,,,,,,,,False,negative,0.9445319175720216,0.0,0.0,1
2783,My heart actually hurts that I am a senior and not a freshman this year,0,,,,,,,,False,negative,0.8781046271324158,0.0,0.0,1
2916,@Schadenfury I know! Just pop the subtitles on. Sorted.,0,,,,,,,,False,neutral,0.6692954897880554,0.46899559358928117,0.09999999999999998,0
2607,Hate people who moan about EVERY SINGLE THING possible 😴👊🏼,0,,,,,,,,False,negative,0.9236037731170654,0.7219280948873623,0.19999999999999996,1
1877,"""You think you're better than us because you're vaccinated??"" Uh, yeah, yeah I do",0,,,,,,,,False,neutral,0.5785485506057739,0.0,0.0,0
2475,hey.................jus wonderin if u might wanna get some coffee w me sometime n defund the police together.. lmk,0,,,,,,,,False,neutral,0.766177773475647,0.9709505944546688,0.4,1
